# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-T" "20" "-a" "/scratch/summit/parsa96@colostate.edu/SC_Genome/sacCer3.ensGene.gtf" "-o" "../outputs/_output/03_feature/counts.txt" "../outputs/_output/02_hisat2/SC01.sam" "../outputs/_output/02_hisat2/SC02.sam" "../outputs/_output/02_hisat2/SC03.sam" "../outputs/_output/02_hisat2/SC04.sam" "../outputs/_output/02_hisat2/SC05.sam" "../outputs/_output/02_hisat2/SC06.sam" "../outputs/_output/02_hisat2/SC07.sam" "../outputs/_output/02_hisat2/SC08.sam" "../outputs/_output/02_hisat2/SC09.sam" "../outputs/_output/02_hisat2/SC010.sam" "../outputs/_output/02_hisat2/SC011.sam" "../outputs/_output/02_hisat2/SC012.sam" 
Geneid	Chr	Start	End	Strand	Length	../outputs/_output/02_hisat2/SC01.sam	../outputs/_output/02_hisat2/SC02.sam	../outputs/_output/02_hisat2/SC03.sam	../outputs/_output/02_hisat2/SC04.sam	../outputs/_output/02_hisat2/SC05.sam	../outputs/_output/02_hisat2/SC06.sam	../outputs/_output/02_hisat2/SC07.sam	../outputs/_output/02_hisat2/SC08.sam	../outputs/_output/02_hisat2/SC09.sam	../outputs/_output/02_hisat2/SC010.sam	../outputs/_output/02_hisat2/SC011.sam	../outputs/_output/02_hisat2/SC012.sam
YHR164C	chrVIII	424610	429178	-	4569	1543	1592	1952	1852	1164	987	2545	2064	1166	1142	2105	3025
YHR165C	chrVIII	429707	436948	-	7242	2218	2131	3872	3753	1878	1454	5024	4195	2517	2121	4148	5393
YHR165W-A	chrVIII	436647	436958	+	312	5	4	4	5	3	0	6	8	8	4	11	5
YHR166C	chrVIII	437170	439050	-	1881	430	438	337	330	397	350	410	350	385	384	391	445
YHR167W	chrVIII	439342	440127	+	786	165	157	96	118	142	128	147	106	173	153	108	149
YHR168W	chrVIII	440377	441933	+	1557	523	566	379	361	474	455	393	378	725	586	396	518
YHR169W	chrVIII	442181	443476	+	1296	591	646	451	488	1011	801	640	521	1809	1315	506	635
YHR170W	chrVIII	443828	445384	+	1557	1510	1657	1758	1736	2873	2266	2132	1734	4252	3501	1785	2286
YHR171W	chrVIII	445713	447605	+	1893	318	324	169	170	203	182	220	216	250	187	178	267
YHR172W	chrVIII	448335	450806	+	2472	503	519	265	273	359	285	361	310	460	475	289	393
YHR173C	chrVIII	450815	451153	-	339	44	61	25	37	32	29	35	38	53	32	27	41
YHR174W	chrVIII	451327	452640	+	1314	53640	60691	90433	81207	69971	63445	91738	80082	129422	86618	80295	107645
YHR175W	chrVIII	452872	453441	+	570	1119	1219	274	243	797	702	408	266	1001	862	320	430
YHR175W-A	chrVIII	453558	453707	+	150	31	35	3	3	28	21	8	7	25	21	5	8
YHR176W	chrVIII	454229	455527	+	1299	2641	2709	198	211	626	636	286	202	973	912	242	326
YHR177W	chrVIII	456591	457952	+	1362	280	311	178	193	195	198	248	185	226	210	247	295
YHR178W	chrVIII	459299	461530	+	2232	808	853	357	326	520	464	480	414	547	532	407	529
YHR179W	chrVIII	462502	463704	+	1203	6800	7452	6656	6286	5982	5664	8291	6185	7061	5955	6872	9734
YHR180W	chrVIII	465178	465669	+	492	164	228	115	107	140	124	185	141	122	112	149	197
YHR180W-A	chrVIII	466932	467114	+	183	0	0	0	0	1	0	2	0	0	0	1	0
YHR180C-B	chrVIII	466958	467062	-	105	0	0	0	0	0	0	0	0	0	0	0	0
tT(UGU)H	chrVIII	466990	467061	+	72	0	0	0	0	0	0	0	0	0	0	0	0
YHR181W	chrVIII	467228	467914	+	687	416	393	332	301	358	299	452	364	435	365	353	520
YHR182W	chrVIII	468219	470576	+	2358	478	530	258	263	391	387	404	266	407	388	327	449
YHR182C-A	chrVIII	470939	471412	-	474	0	0	0	0	6	8	1	4	8	4	0	0
YHR183W	chrVIII	470960	472429	+	1470	9414	11149	12491	11999	16010	14390	14626	12001	27710	20501	12657	16709
YHR184W	chrVIII	472744	474459	+	1716	32	55	42	55	33	29	72	59	39	32	69	76
YHR185C	chrVIII	474627	475340	-	714	3	2	2	2	5	2	3	1	5	3	4	10
tV(CAC)H	chrVIII	475706	475778	-	73	2	3	4	1	3	3	1	1	1	0	3	1
YHR186C	chrVIII	475999	480672	-	4674	1792	1662	1230	1285	1389	1072	1762	1429	1487	1320	1441	2014
YHR187W	chrVIII	480990	481919	+	930	553	596	782	748	536	547	971	784	660	575	819	1131
YHR188C	chrVIII	482005	483837	-	1833	2730	2762	1423	1422	2186	1792	1786	1493	2505	2110	1504	2029
YHR189W	chrVIII	484028	484600	+	573	607	647	316	244	333	365	332	308	314	285	298	384
YHR190W	chrVIII	484845	486179	+	1335	8030	8478	10460	10133	5656	4733	13314	10386	5709	5088	10953	14904
YHR191C	chrVIII	486230	486631	-	402	302	338	257	205	291	276	250	217	396	298	195	273
YHR192W	chrVIII	486826	487662	+	837	794	826	570	597	679	559	847	595	758	645	680	958
YHR193C	chrVIII	487712	488236	-	525	9803	10483	13623	13299	12776	13011	12929	11579	20361	15465	12346	14283
YHR193C-A	chrVIII	488653	489027	-	375	0	1	0	0	1	0	0	1	0	2	0	0
YHR194W	chrVIII	488657	490396	+	1740	707	736	414	377	590	581	543	470	587	513	455	567
YHR195W	chrVIII	490747	491712	+	966	1293	1386	977	938	1176	1027	1396	1119	1231	1060	1255	1691
YHR196W	chrVIII	491931	493658	+	1728	1276	1360	659	689	2057	1640	1012	808	2700	2464	738	1028
YHR197W	chrVIII	493896	496187	+	2292	750	781	1199	1260	1106	820	1569	1232	1400	1227	1124	1682
YHR198C	chrVIII	496315	497280	-	966	359	395	198	215	352	339	327	221	421	376	230	305
YHR199C	chrVIII	497490	498422	-	933	1627	1840	2187	1985	1598	1552	2948	2399	1176	1151	2492	3357
YHR199C-A	chrVIII;chrVIII	498571;498787	498719;498859	-;-	222	408	415	224	195	229	256	279	268	163	171	271	349
YHR200W	chrVIII	499079	499885	+	807	4100	4332	4648	4085	2766	2611	5302	4481	3154	2544	4805	6111
YHR201C	chrVIII	499950	501143	-	1194	1421	1439	1118	1191	1275	1171	1368	1139	1546	1366	1197	1567
YHR202W	chrVIII	502388	504196	+	1809	748	778	230	194	473	436	279	235	494	442	243	329
YHR203C	chrVIII;chrVIII	504476;505517	505247;505530	-;-	786	6034	6948	4436	4397	7803	6627	4493	4107	15884	11584	3964	4869
YHR204W	chrVIII	506319	508709	+	2391	1018	1172	460	463	825	722	643	558	895	839	528	749
YHR205W	chrVIII	509363	511837	+	2475	3379	3535	3560	3345	2841	2383	4660	3765	3216	2720	4045	5557
YHR206W	chrVIII	512732	514600	+	1869	1069	1195	1036	1076	1336	1058	1557	1293	1768	1572	1310	1837
YHR207C	chrVIII	514905	516485	-	1581	824	919	630	550	860	713	836	689	1016	870	702	943
YHR208W	chrVIII	517532	518713	+	1182	6638	7519	10338	9564	11316	11481	12798	10340	12605	10340	10830	14847
YHR209W	chrVIII	519437	520312	+	876	1843	2026	2873	2895	1949	1691	3833	2939	2296	2044	3198	4525
YHR210C	chrVIII	520712	521737	-	1026	147	195	132	123	113	112	243	186	110	121	202	250
YHR211W	chrVIII	525392	528619	+	3228	864	936	436	422	428	381	472	465	601	441	430	557
YHR212C	chrVIII	537759	538094	-	336	0	0	0	0	0	0	0	0	0	2	0	0
YHR212W-A	chrVIII	538742	538945	+	204	0	0	0	0	0	0	0	0	0	0	0	0
YHR213W	chrVIII	539151	539747	+	597	6	17	3	5	6	5	8	3	9	3	9	10
YHR213W-A	chrVIII	540549	540782	+	234	1	1	0	0	1	0	1	1	0	1	0	0
YHR213W-B	chrVIII	540800	541099	+	300	57	67	9	6	52	43	7	10	63	58	15	17
YHR214W	chrVIII	541651	542262	+	612	88	83	58	54	49	42	78	66	48	35	57	94
YHR214W-A	chrVIII	543008	543493	+	486	80	95	40	51	65	53	74	69	51	44	53	114
YHR214C-B	chrVIII	543964	549346	-	5383	348	350	575	630	240	179	552	504	393	297	463	484
YHR214C-C	chrVIII	547910	549346	-	1437	0	0	0	0	0	0	0	0	0	0	0	0
YHR214C-D	chrVIII	550648	550941	-	294	0	0	0	0	0	0	0	0	0	0	0	0
YHR214C-E	chrVIII	551200	551499	-	300	2	3	0	3	1	0	8	5	2	1	2	4
YHR215W	chrVIII	552099	553502	+	1404	69	80	86	93	45	53	152	104	70	56	104	177
YHR216W	chrVIII	554396	555967	+	1572	6894	7378	3195	3122	2529	2170	4213	3378	3550	2954	3471	4990
YHR217C	chrVIII	556581	557042	-	462	9	7	1	2	7	4	0	0	8	10	3	4
YHR218W	chrVIII;chrVIII	558014;558715	558615;559924	+;+	1812	29	34	10	9	12	11	9	7	19	13	7	13
YHR218W-A	chrVIII	559932	560249	+	318	16	14	1	3	4	7	6	6	8	6	3	4
YHR219W	chrVIII	560173	562047	+	1875	63	48	5	12	43	29	22	16	80	38	17	23
YHR219C-A	chrVIII	561199	561681	-	483	0	0	0	0	0	0	0	0	0	0	0	0
YIL177C	chrIX;chrIX	483;4987	4598;6147	-;-	5277	146	141	39	71	147	65	139	42	92	94	53	55
YIL177W-A	chrIX	846	1328	+	483	0	0	0	0	0	0	0	0	0	0	0	0
YIL176C	chrIX	8793	9155	-	363	0	0	0	0	0	0	0	0	0	0	0	1
YIL175W	chrIX	9183	9500	+	318	0	0	0	0	0	0	1	0	0	0	0	0
YIL174W	chrIX	9469	9696	+	228	0	0	0	0	0	0	0	0	0	0	0	0
YIL173W	chrIX	11492	16141	+	4650	46	54	11	18	39	28	26	25	45	32	24	32
YIL172C	chrIX	16784	18553	-	1770	0	0	0	0	0	0	0	0	0	0	0	0
YIL171W-A	chrIX	18260	18712	+	453	0	0	0	0	0	0	0	0	0	0	0	0
YIL171W	chrIX	19515	19844	+	330	29	34	15	18	13	15	35	33	19	18	27	32
YIL170W	chrIX	19847	21220	+	1374	194	185	184	181	82	101	219	207	135	114	227	273
YIL169C	chrIX	23119	26106	-	2988	4172	4451	3584	3329	1597	1531	2632	3205	2821	1801	3017	3069
YIL166C	chrIX	30938	32566	-	1629	200	208	72	65	100	91	105	88	85	89	105	135
YIL165C	chrIX	33718	34077	-	360	1213	1443	142	147	612	660	234	161	378	344	172	205
YIL164C	chrIX	34087	34686	-	600	2191	2494	306	297	1264	1279	429	355	680	768	333	532
YIL163C	chrIX	36899	37252	-	354	137	133	27	29	68	57	37	31	45	52	31	56
YIL162W	chrIX	37385	38983	+	1599	468	522	851	759	535	456	1164	886	645	531	999	1391
YIL161W	chrIX	39433	40140	+	708	402	441	558	578	455	403	833	658	515	504	711	894
YIL160C	chrIX	40191	41444	-	1254	306	329	175	205	210	173	220	222	219	228	244	269
YIL159W	chrIX	41825	45952	+	4128	781	868	943	935	640	481	1290	1021	723	668	1046	1443
YIL158W	chrIX	46201	46815	+	615	362	359	380	405	822	917	490	472	1195	1150	455	563
YIL157C	chrIX	46949	47542	-	594	360	350	433	431	373	348	658	505	522	456	532	761
YIL156W-A	chrIX	47292	47693	+	402	3	6	0	0	0	1	0	0	0	1	0	0
YIL156W-B	chrIX;chrIX	47690;47761	47698;47973	+;+	222	390	417	355	358	345	343	411	334	407	370	327	422
YIL156W	chrIX	48091	51306	+	3216	1245	1363	730	730	859	717	960	859	1025	882	809	1127
YIL155C	chrIX	51759	53708	-	1950	10201	10738	2814	2560	4704	4325	3705	3200	5465	4639	3232	4321
YIL154C	chrIX	53981	55021	-	1041	3425	3977	2581	2166	2965	3048	2568	2434	4194	2704	2764	3650
YIL153W	chrIX	55198	56379	+	1182	1924	2079	1068	927	1481	1346	1423	1164	1820	1276	1286	1606
YIL152W	chrIX	56545	57252	+	708	566	615	400	400	387	427	534	465	473	352	475	701
YIL151C	chrIX	57338	60694	-	3357	1690	1717	1430	1400	1454	1216	1952	1612	1834	1677	1517	2097
YIL150C	chrIX	61013	62728	-	1716	435	482	552	524	420	328	675	577	528	496	630	773
YIL149C	chrIX	63028	68067	-	5040	2603	2770	4694	4944	2386	2107	4895	4706	3742	3135	4554	5617
YIL148W	chrIX;chrIX	68708;69150	68715;69528	+;+	387	3692	4113	3395	3464	5370	4857	3336	2857	9224	7090	2732	3430
YIL147C	chrIX	69791	73453	-	3663	1871	2079	1230	1246	1377	1087	1635	1443	2014	1554	1327	1727
YIL146C	chrIX	74184	75773	-	1590	614	617	216	178	537	470	294	222	519	444	218	319
YIL145C	chrIX	76354	77283	-	930	967	1053	478	474	866	895	648	520	1240	1020	517	669
YIL144W	chrIX	78074	80149	+	2076	1353	1503	896	944	1255	1120	1375	1113	1305	1337	1061	1516
YIL143C	chrIX	80510	83041	-	2532	2560	2673	3354	3052	1978	1766	4216	3546	2265	2115	3760	5071
YIL142C-A	chrIX	83208	83540	-	333	1	1	0	1	0	0	0	0	0	0	0	0
YIL142W	chrIX	83302	84885	+	1584	3514	3547	4490	4454	3187	2771	5980	4735	4466	3449	5112	6880
YIL141W	chrIX	85053	85442	+	390	56	72	37	35	32	23	44	27	23	21	32	61
YIL140W	chrIX	85366	87837	+	2472	4210	4137	2660	2648	2203	1616	3767	2679	1993	1764	2832	3951
YIL139C	chrIX	87979	88716	-	738	157	169	137	153	129	133	192	154	153	120	173	203
YIL138C	chrIX	89230	89715	-	486	1220	1395	1978	2030	1345	1184	2816	2212	1733	1410	2404	3145
YIL137C	chrIX	89948	92788	-	2841	2310	2321	1799	1801	1777	1473	2304	1984	1743	1685	2050	2666
YIL136W	chrIX	93619	94800	+	1182	7258	6814	3771	3376	4050	4050	3923	3535	5364	4347	4095	5564
YIL135C	chrIX	95065	96375	-	1311	2559	2544	2454	2158	2141	1981	3109	2402	1836	1671	2729	3756
YIL134C-A	chrIX	96522	96725	-	204	24	24	3	6	22	11	10	2	8	16	10	12
snR68	chrIX	97111	97246	+	136	37	37	18	24	20	24	15	16	13	14	28	22
YIL134W	chrIX	97395	98330	+	936	235	280	145	159	209	168	216	177	276	229	191	223
YIL133C	chrIX;chrIX	98527;99386	99095;99416	-;-	600	3438	3647	1588	1573	4620	4123	2084	1716	8316	6518	1738	2086
YIL132C	chrIX	99860	100501	-	642	136	161	34	45	90	70	69	53	98	100	51	84
YIL131C	chrIX	100781	102235	-	1455	557	606	340	389	533	486	420	375	790	697	363	512
YIL130W	chrIX	102782	105676	+	2895	577	621	963	966	820	592	1480	1100	876	775	1079	1549
YIL129C	chrIX	106107	113237	-	7131	2129	1966	1636	1648	1229	875	2248	1888	1430	1198	1826	2309
YIL128W	chrIX	113806	116904	+	3099	617	639	749	739	556	392	929	777	702	682	712	1019
YIL127C	chrIX	117024	117644	-	621	441	529	1004	961	746	694	1283	1042	1115	983	1158	1440
YIL126W	chrIX	117992	122071	+	4080	4227	4704	4143	4069	4078	3509	4854	4114	5683	5387	4554	6130
YIL125W	chrIX	122689	125733	+	3045	5162	5036	2729	2658	4316	3720	3162	2757	6228	5159	2653	3714
YIL124W	chrIX	126204	127097	+	894	1818	1857	1312	1187	1379	1298	1851	1515	1632	1449	1391	1848
YIL123W	chrIX	128151	129581	+	1431	17162	18800	6852	6338	13756	11254	8523	7228	19204	15213	7493	10059
YIL122W	chrIX	130610	131665	+	1056	526	599	641	665	503	417	1032	770	620	533	842	1175
YIL121W	chrIX	132244	133872	+	1629	2862	2877	1118	1139	1351	1408	1375	1209	1143	1105	1174	1596
YIL120W	chrIX	134417	136108	+	1692	243	267	102	75	131	152	143	136	152	152	144	178
YIL119C	chrIX	136654	137877	-	1224	62	48	51	59	61	62	84	66	64	79	65	104
YIL118W	chrIX	139752	140447	+	696	806	934	768	795	866	814	1090	830	1190	974	877	1074
YIL117C	chrIX	140613	141569	-	957	1289	1557	2957	2867	1261	1062	4328	3309	1019	877	3513	4981
YIL116W	chrIX	142928	144085	+	1158	3246	3677	1342	1412	3367	3096	1713	1355	1542	1626	1472	1988
YIL115W-A	chrIX	144268	144639	+	372	5	5	2	0	5	4	0	2	4	3	1	0
YIL115C	chrIX	144327	148709	-	4383	2082	2326	1233	1212	2128	1698	1657	1281	2798	2361	1320	1828
YIL114C	chrIX	149143	149988	-	846	515	558	517	486	383	408	674	549	441	382	603	747
YIL113W	chrIX	150559	151188	+	630	156	192	205	180	87	91	212	210	88	76	183	297
YIL112W	chrIX	151595	154846	+	3252	2675	2755	3285	3248	2259	2128	3568	3179	2491	2483	3505	4398
YIL111W	chrIX	155311	155765	+	455	822	874	548	572	389	392	649	539	350	353	641	820
YIL110W	chrIX	156045	157178	+	1134	289	320	404	448	354	308	604	521	562	455	443	660
YIL109C	chrIX	157385	160165	-	2781	5896	6120	4925	4655	5069	4112	6257	5160	7166	5895	5292	7437
YIL108W	chrIX	160887	162977	+	2091	6790	6985	4613	4409	6927	5818	5553	4711	8457	7241	5155	6760
YIL107C	chrIX	163278	165761	-	2484	1641	1925	1617	1468	1251	979	2056	1640	1547	1230	1879	2433
YIL106W	chrIX;chrIX	166415;166520	166434;167444	+;+	945	1116	1308	789	767	1832	1695	1127	890	1851	1750	968	1390
YIL105C	chrIX	167581	169641	-	2061	1347	1367	1224	1289	1106	891	1398	1163	1187	1149	1184	1629
YIL105W-A	chrIX	167664	167804	+	141	0	0	0	0	0	0	0	0	0	0	0	0
YIL104C	chrIX	169982	171505	-	1524	398	321	309	280	368	313	395	293	523	501	290	423
YIL103W	chrIX	171751	173028	+	1278	533	562	567	560	724	575	735	578	913	897	617	877
YIL102C-A	chrIX	173365	173592	-	228	152	134	145	153	136	133	202	179	128	157	188	235
YIL102C	chrIX	174582	174887	-	306	14	13	3	1	19	11	3	2	16	7	1	6
tT(AGU)I1	chrIX	175031	175103	+	73	6	5	0	0	11	3	1	1	4	5	0	0
YIL101C	chrIX	175307	177250	-	1944	819	822	535	534	648	599	711	614	821	696	685	1019
YIL100C-A	chrIX	177343	177681	-	339	1	0	0	3	1	0	1	2	3	1	3	0
YIL100W	chrIX	177373	177726	+	354	32	33	19	12	11	9	12	22	17	8	14	21
YIL099W	chrIX	178004	179653	+	1650	709	698	390	369	477	389	518	503	325	356	466	621
YIL098C	chrIX	179772	180239	-	468	433	449	734	742	355	331	972	799	547	507	894	1101
YIL097W	chrIX	180427	181977	+	1551	300	333	392	411	215	203	597	424	199	212	468	712
YIL096C	chrIX	182117	183127	-	1011	156	187	488	519	279	244	700	549	405	359	535	838
tI(AAU)I1	chrIX	183440	183513	-	74	2	1	0	0	0	0	0	0	0	0	0	0
YIL095W	chrIX	183937	186369	+	2433	585	607	539	498	526	388	807	624	607	510	602	850
YIL094C	chrIX	186517	187632	-	1116	2937	3474	3043	3073	8657	7392	3870	3141	10670	8757	3168	4321
YIL093C	chrIX	187990	188784	-	795	573	615	960	959	697	625	1316	1037	1116	943	1070	1437
YIL092W	chrIX	189066	190967	+	1902	350	405	208	210	282	274	334	239	364	338	240	323
YIL091C	chrIX	191030	193195	-	2166	1336	1503	2221	2210	2187	1834	2646	2198	2961	2510	2427	3193
YIL090W	chrIX	193595	195070	+	1476	842	930	522	496	1040	887	779	632	1078	996	628	878
YIL089W	chrIX	195599	196216	+	618	154	176	50	47	106	80	80	60	70	75	55	73
tE(CUC)I	chrIX	197592	197663	+	72	3	0	0	0	0	0	0	0	0	0	0	0
YIL088C	chrIX	197931	199403	-	1473	5193	5202	1541	1533	2342	2147	1907	1663	2341	2302	1649	2166
YIL087C	chrIX	199646	200119	-	474	736	698	511	452	413	442	675	529	482	365	559	802
YIL086C	chrIX	200153	200461	-	309	26	33	32	34	17	18	36	19	23	24	23	21
YIL085C	chrIX	200490	202043	-	1554	1147	1156	1121	1024	1099	907	1455	1110	1339	1172	1141	1593
YIL084C	chrIX	202276	203259	-	984	550	565	513	543	408	397	743	590	442	434	606	903
YIL083C	chrIX	203556	204653	-	1098	721	747	741	815	611	584	963	735	813	638	807	1116
YIL082W	chrIX	205635	206507	+	873	0	0	0	0	0	0	0	0	0	0	0	0
YIL082W-A	chrIX	205635	210132	+	4498	1575	1748	1057	1023	1044	964	1407	1276	959	897	1227	1761
tI(AAU)I2	chrIX	210665	210738	+	74	2	2	1	0	1	1	0	1	1	1	0	0
YIL079C	chrIX	210923	212005	-	1083	297	346	414	420	508	477	594	501	680	614	464	633
YIL078W	chrIX	212499	214703	+	2205	6949	7600	10107	10361	10973	9085	11032	9599	13684	12002	9770	12458
YIL077C	chrIX	214991	215953	-	963	855	878	563	540	957	944	703	629	694	781	780	1089
YIL076W	chrIX	216658	217548	+	891	3481	4039	3500	3409	3400	2931	3709	3119	3796	3427	3311	4034
YIL075C	chrIX	217863	220700	-	2838	19137	19324	18186	17804	11904	9943	18255	16549	13188	11355	18011	22470
YIL074C	chrIX	221081	222490	-	1410	17277	17390	1326	1203	3509	3407	1553	1255	4295	3797	1318	1869
YIL073C	chrIX;chrIX	222937;225900	225809;225954	-;-	2928	210	213	170	154	128	126	216	188	134	147	163	281
YIL072W	chrIX	226602	228419	+	1818	191	214	95	80	97	104	134	81	110	117	92	132
YIL071W-A	chrIX	228550	229026	+	477	27	17	3	6	14	5	10	8	13	12	6	11
YIL071C	chrIX	228660	229994	-	1335	256	284	138	146	161	144	253	167	165	150	215	288
YIL070C	chrIX	230272	231072	-	801	668	699	875	890	740	685	1175	951	1138	1099	972	1351
YIL069C	chrIX;chrIX	231553;232367	231957;232369	-;-	408	3305	3698	1606	1569	4029	3700	1786	1559	7475	6013	1543	1960
YIL068W-A	chrIX	233013	233396	+	384	1	4	0	1	6	3	2	0	2	3	2	1
YIL068C	chrIX	233057	235474	-	2418	937	1058	807	839	925	773	1074	868	1081	1141	956	1225
YIL067C	chrIX	235724	237760	-	2037	840	792	484	446	609	510	644	533	770	658	611	784
YIL066W-A	chrIX	237366	237809	+	444	1	2	0	0	1	1	2	0	0	2	0	0
YIL066C	chrIX	238099	240708	-	2610	330	351	252	202	186	137	322	256	169	152	264	360
YIL065C	chrIX	241308	241775	-	468	857	917	804	777	655	649	886	744	937	666	843	982
YIL064W	chrIX	241943	242716	+	774	410	428	455	499	604	569	546	497	980	702	539	641
YIL063C	chrIX	242761	243744	-	984	2774	3105	2451	2409	2204	2120	2763	2335	2351	2120	2518	3259
YIL062C	chrIX	243998	244462	-	465	2647	2793	2863	2660	2247	1774	3969	3073	2203	1947	3230	4331
YIL061C	chrIX	244657	245559	-	903	553	643	371	354	568	504	522	392	566	467	452	627
YIL060W	chrIX	246392	246826	+	435	3	6	3	1	5	0	8	10	2	2	8	7
YIL059C	chrIX	246550	246915	-	366	50	49	32	20	32	31	56	38	28	17	52	66
YIL058W	chrIX	246914	247198	+	285	85	79	11	14	49	39	22	22	42	56	24	40
YIL057C	chrIX	247902	248396	-	495	16	19	18	7	14	12	25	25	15	15	18	38
tS(UGA)I	chrIX	248850	248931	+	82	13	18	7	9	18	15	16	12	13	11	17	17
YIL056W	chrIX	249991	251913	+	1923	811	944	697	686	964	901	1056	768	832	753	900	1233
YIL055C	chrIX	252042	253925	-	1884	1175	1231	317	323	977	821	462	374	643	612	416	588
YIL054W	chrIX	254543	254860	+	318	75	70	18	16	66	48	15	21	49	41	14	20
YIL053W	chrIX	255115	255867	+	753	4958	5556	3913	3817	6438	5849	5535	4119	10488	7578	4434	6570
YIL052C	chrIX;chrIX	256226;257027	256554;257063	-;-	366	4142	4939	3940	3947	5661	5230	3592	3317	10329	7364	3298	3758
YIL051C	chrIX	257843	258280	-	438	2137	2373	3892	3795	2271	2160	5050	3961	2440	2089	4054	5546
YIL050W	chrIX	258913	259770	+	858	560	602	723	731	571	571	986	762	696	673	797	1131
YIL049W	chrIX	260158	260919	+	762	175	172	93	99	150	127	135	95	137	142	92	162
YIL048W	chrIX	261437	264892	+	3456	1342	1406	604	614	1264	1045	960	711	1275	1238	723	999
YIL047C-A	chrIX	265099	265467	-	369	42	45	4	8	12	7	8	3	17	17	3	4
YIL047C	chrIX	265115	267823	-	2709	8045	8020	942	882	2507	1916	1212	1102	4070	2884	1036	1312
YIL046W-A	chrIX	268309	268473	+	165	36	29	7	8	33	30	8	8	16	21	5	4
YIL046W	chrIX	268651	270573	+	1923	5962	6072	1676	1627	3522	2970	2191	1928	3436	3217	1917	2639
YIL045W	chrIX	271161	272777	+	1617	472	461	497	560	321	316	751	624	361	305	652	861
YIL044C	chrIX	272950	273846	-	897	1190	1377	1039	1049	1286	1116	1482	1204	1150	1099	1301	1801
YIL043C	chrIX	274072	274926	-	855	2795	3145	3210	3089	3079	2732	3972	3346	3964	2935	3220	4104
YIL042C	chrIX	275108	276292	-	1185	1433	1592	882	754	1429	1299	1239	998	1358	1186	1091	1501
YIL041W	chrIX	276525	277505	+	981	4875	5307	5944	5461	4677	4705	7080	5803	5437	4735	6500	8276
YIL040W	chrIX	277723	278139	+	417	324	367	244	210	375	336	303	250	426	389	224	331
YIL039W	chrIX	278426	279847	+	1422	1561	1608	1663	1523	1515	1179	1926	1640	1671	1486	1650	2301
YIL038C	chrIX	280142	282652	-	2511	1943	2158	2122	2201	2139	1691	3151	2536	2777	2362	2574	3454
YIL037C	chrIX	283029	284999	-	1971	111	85	34	40	59	63	69	47	42	43	51	65
YIL036W	chrIX	285666	287429	+	1764	1468	1458	1193	1123	1163	1073	1797	1504	1126	1064	1605	2272
YIL035C	chrIX	287790	288908	-	1119	1368	1418	1339	1313	1269	1245	1852	1553	1434	1568	1548	2149
YIL034C	chrIX	289226	290089	-	864	2003	2125	1642	1650	1538	1375	2252	1756	1675	1393	1911	2639
YIL033C	chrIX	290419	291669	-	1251	3905	4013	2973	2770	3555	3639	3248	2711	5234	4250	3151	4211
YIL032C	chrIX	291961	292317	-	357	11	13	6	2	6	3	2	5	9	5	4	5
YIL031W	chrIX	292633	295737	+	3105	891	1044	843	897	728	540	1206	971	934	778	939	1260
YIL030W-A	chrIX	295565	295903	+	339	5	4	1	2	6	3	0	1	6	6	0	1
YIL030C	chrIX	296050	300009	-	3960	2368	2221	1024	917	1787	1403	1381	1135	2031	1808	1119	1542
YIL029W-A	chrIX	299735	300106	+	372	0	0	0	0	0	1	0	0	0	0	0	1
tK(CUU)I	chrIX	300228	300300	-	73	0	1	0	0	0	0	0	0	0	0	0	0
YIL029C	chrIX	300829	301257	-	429	70	70	90	104	30	35	147	135	17	25	134	189
YIL028W	chrIX	302100	302498	+	399	90	90	80	72	47	43	89	78	32	28	68	106
YIL027C	chrIX	303679	304104	-	426	258	314	536	493	302	248	780	601	404	345	602	831
YIL026C	chrIX	304477	307929	-	3453	2662	2979	1721	1786	1153	880	2311	1825	1388	1183	1909	2608
YIL025C	chrIX	308201	308575	-	375	3	7	3	1	1	3	3	2	4	3	4	4
YIL024C	chrIX	308602	309171	-	570	437	438	147	160	245	226	164	162	253	230	146	238
YIL023C	chrIX	309386	310426	-	1041	2648	2724	749	635	1852	1743	989	850	2191	1585	790	1109
YIL022W	chrIX	311165	312460	+	1296	3950	4388	4555	4522	4489	4477	6243	5167	6151	5428	5738	7624
YIL021W	chrIX	312905	313861	+	957	735	818	616	606	821	755	997	754	935	906	839	1121
YIL021C-A	chrIX	313199	313468	-	270	0	0	0	0	0	0	0	0	0	0	0	0
YIL020C-A	chrIX	313713	314051	-	339	17	23	9	16	15	13	27	13	16	17	17	27
YIL020C	chrIX	314035	314820	-	786	365	381	676	590	429	443	834	714	471	511	670	928
YIL019W	chrIX	315093	316133	+	1041	481	561	1457	1514	943	812	1816	1444	1315	1054	1698	2065
YIL018W	chrIX;chrIX	316768;317172	316771;317932	+;+	765	15023	17184	8830	8190	19938	18182	8591	7933	35632	25242	7692	9462
YIL017C	chrIX	318200	320965	-	2766	1110	1071	703	731	711	570	1068	870	679	660	871	1143
YIL016W	chrIX	321454	321933	+	480	426	495	448	462	450	393	588	469	693	550	535	644
YIL015W	chrIX	322342	324105	+	1764	96	114	120	89	82	83	146	85	92	99	106	155
